Vehicle_make,Vehicle_type,Vehicle_year,Engine_type,Engine_displacement,Transmission_type,Number_of_cylinders,Vehicle_weight,Vehicle_length,Vehicle_width,Vehicle_height,Safety_rating,Number_of_airbags,ABS_presence,ESC_presence,TCS_presence,TPMS_presence,Crash_location,Weather_conditions,Road_surface_conditions,Time_of_day,Day_of_week,Driver_age,Driver_gender,Crash_severity
Mahindra,SUV,2004,CNG,2904,manual,4,2053,4393,1500,1750,1,3,1.0,0.0,1.0,1.0,rural,nan,dry,evening,Friday,28,Male,severe
Maruti Suzuki,hatchback,2016,petrol,2543,automatic,4,2129,4909,1809,1684,3,7,,1.0,1.0,1.0,rural,rain,dry,night,Tuesday,52,Female,moderate
Mahindra,pickup,2022,electric,1138,manual,4,1785,3911,1994,1737,1,4,1.0,1.0,1.0,0.0,urban,fog,nan,evening,Wednesday,31,Male,severe
Tata Motors,sedan,2006,electric,1638,automatic,6,1940,3867,1621,1598,1,1,1.0,1.0,0.0,1.0,urban,clear,muddy,morning,Monday,81,Female,severe
Hyundai,SUV,2022,petrol,1758,automatic,6,2063,4819,1753,1689,1,1,1.0,1.0,1.0,1.0,urban,clear,dry,evening,Monday,37,Male,severe
Maruti Suzuki,sedan,2014,petrol,995,manual,6,1305,3818,1639,1492,3,5,0.0,0.0,1.0,1.0,urban,fog,dry,night,Tuesday,35,Male,moderate
Tata Motors,sedan,2016,diesel,991,manual,6,1568,4778,1778,1436,4,7,True,True,True,True,urban,clear,muddy,evening,Wednesday,52,Female,severe
Maruti Suzuki,sedan,2011,petrol,1321,manual,4,2356,3988,1543,1591,2,3,0.0,1.0,1.0,1.0,urban,clear,wet,evening,Saturday,64,Male,moderate
Honda,hatchback,2010,electric,1552,automatic,3,1880,4049,1642,1494,1,7,0.0,,,0.0,urban,clear,wet,night,Saturday,47,Female,severe
Mahindra,SUV,2018,diesel,2697,manual,4,1458,4395,1879,1470,2,3,1.0,1.0,1.0,,urban,rain,dry,evening,Friday,38,Male,severe
Honda,sedan,2010,CNG,1787,automatic,4,1852,4943,1743,1405,4,4,True,True,True,True,nan,clear,wet,evening,Thursday,79,Male,moderate
Hyundai,SUV,2001,CNG,1917,manual,6,1233,3686,1468,1646,1,4,0.0,0.0,1.0,1.0,urban,clear,dry,evening,Thursday,57,Female,severe
Honda,SUV,2014,petrol,1626,automatic,6,1017,3524,1411,1754,3,2,1.0,1.0,0.0,0.0,urban,clear,dry,afternoon,Friday,76,Female,severe
Maruti Suzuki,sedan,2004,petrol,2823,automatic,4,1345,3641,1492,1454,1,7,0.0,0.0,1.0,1.0,rural,clear,dry,afternoon,Saturday,22,Male,moderate
Honda,hatchback,2017,electric,2928,manual,4,1648,3927,1969,1694,1,5,1.0,1.0,1.0,0.0,urban,nan,muddy,evening,Saturday,64,Female,severe
Maruti Suzuki,hatchback,2020,petrol,1172,manual,3,1265,4647,1886,1680,1,4,1.0,1.0,0.0,1.0,rural,nan,dry,morning,nan,39,Female,moderate
Hyundai,SUV,2020,petrol,1882,manual,4,1365,3524,1819,1497,1,5,,1.0,1.0,0.0,urban,nan,muddy,afternoon,Wednesday,42,Male,severe
Honda,pickup,2015,CNG,2713,automatic,4,2367,3976,1407,1482,4,6,True,True,True,True,nan,rain,wet,evening,Tuesday,71,Male,severe
Mahindra,pickup,2003,diesel,2555,automatic,6,1303,4986,1469,1659,4,6,True,True,True,True,rural,fog,wet,evening,Wednesday,48,Male,severe
Mahindra,pickup,2022,CNG,2732,manual,6,1187,4346,1966,1615,3,4,1.0,0.0,0.0,,nan,fog,nan,morning,Thursday,36,Male,severe
Mahindra,sedan,2009,CNG,1217,manual,4,2365,4954,1749,1688,1,6,1.0,1.0,1.0,1.0,urban,clear,wet,evening,Friday,76,Female,severe
Honda,sedan,2021,electric,1882,manual,3,2174,4755,1460,1634,3,5,0.0,1.0,,1.0,urban,clear,dry,evening,Sunday,62,Male,severe
Honda,pickup,2001,diesel,2975,automatic,6,2148,4868,1653,1721,1,6,0.0,1.0,1.0,1.0,urban,fog,muddy,morning,Tuesday,42,Male,severe
Honda,hatchback,2014,diesel,1616,automatic,6,1340,4546,1738,1785,3,2,0.0,1.0,1.0,0.0,rural,clear,nan,afternoon,Saturday,21,Female,severe
Maruti Suzuki,hatchback,2003,petrol,1573,manual,3,2219,3621,1703,1797,1,1,,,1.0,1.0,urban,rain,dry,morning,Friday,60,Male,moderate
Hyundai,pickup,2015,diesel,2603,manual,3,878,4746,1721,1577,4,1,True,True,True,True,urban,clear,dry,afternoon,Thursday,23,nan,severe
Mahindra,sedan,2006,electric,2132,automatic,6,1282,4482,1551,1666,1,3,0.0,1.0,1.0,0.0,rural,clear,wet,afternoon,nan,18,Male,severe
Maruti Suzuki,hatchback,2011,petrol,1555,automatic,4,1108,4753,1775,1433,1,2,1.0,1.0,1.0,0.0,rural,clear,nan,afternoon,Friday,71,Female,moderate
Mahindra,hatchback,2002,CNG,2076,manual,6,1218,3516,1683,1646,4,1,True,True,True,True,nan,clear,dry,morning,Sunday,37,Female,severe
Maruti Suzuki,sedan,2016,petrol,2012,manual,3,1034,4808,1433,1619,3,2,0.0,1.0,,1.0,urban,fog,dry,afternoon,Sunday,23,Female,moderate
Honda,hatchback,2008,CNG,2596,manual,3,2259,3501,1712,1549,2,4,,1.0,1.0,1.0,urban,nan,dry,afternoon,Wednesday,41,Female,severe
Mahindra,SUV,2007,petrol,2829,automatic,4,1236,3766,1978,1697,4,3,True,True,True,True,rural,rain,wet,morning,Saturday,77,Male,severe
Honda,sedan,2022,diesel,2977,manual,3,945,3750,1681,1629,3,6,1.0,,1.0,1.0,urban,clear,muddy,afternoon,Thursday,78,Female,severe
Mahindra,sedan,2005,petrol,2850,automatic,4,965,3776,1879,1643,1,6,0.0,1.0,1.0,1.0,urban,clear,dry,morning,Thursday,22,Male,severe
Tata Motors,pickup,2014,petrol,2789,manual,6,1397,4529,1605,1605,2,7,1.0,,1.0,1.0,urban,rain,muddy,night,nan,65,Male,severe
Maruti Suzuki,hatchback,2009,petrol,1354,manual,3,1989,4760,1948,1565,3,2,1.0,1.0,1.0,0.0,urban,fog,dry,afternoon,Wednesday,58,Female,moderate
Tata Motors,SUV,2022,diesel,2059,manual,6,2390,3723,1463,1664,3,7,1.0,1.0,1.0,1.0,rural,nan,dry,afternoon,nan,81,Female,severe
Maruti Suzuki,sedan,2005,petrol,2317,manual,3,2218,4440,1763,1654,1,4,1.0,1.0,1.0,0.0,rural,rain,dry,night,Sunday,65,Male,moderate
Hyundai,pickup,2014,electric,1065,manual,6,2076,4936,1617,1743,1,7,1.0,1.0,1.0,1.0,urban,clear,dry,night,nan,74,Female,severe
Mahindra,SUV,2013,diesel,1885,manual,4,2388,4554,1806,1428,3,4,1.0,1.0,1.0,1.0,rural,clear,dry,morning,Tuesday,25,Male,severe
Hyundai,hatchback,2018,petrol,2871,automatic,6,2232,3972,1457,1715,1,3,,1.0,1.0,1.0,rural,clear,wet,morning,Monday,35,Female,severe
Hyundai,hatchback,2012,CNG,1333,automatic,4,1245,4013,1963,1746,2,6,,1.0,1.0,1.0,nan,clear,wet,night,Monday,35,Female,severe
Maruti Suzuki,hatchback,2013,petrol,2680,manual,3,1453,4865,1666,1715,1,6,1.0,1.0,1.0,1.0,urban,nan,wet,morning,nan,53,Male,moderate
Tata Motors,sedan,2002,diesel,2850,automatic,4,846,3664,1664,1525,2,5,1.0,,1.0,1.0,urban,rain,dry,afternoon,Monday,23,Female,severe
Honda,hatchback,2003,diesel,2493,automatic,6,1918,3799,1725,1731,2,6,1.0,0.0,1.0,1.0,nan,clear,muddy,morning,Monday,78,Female,severe
Maruti Suzuki,hatchback,2013,petrol,1679,automatic,4,1750,4474,1982,1535,1,6,1.0,1.0,1.0,1.0,urban,rain,wet,afternoon,Tuesday,40,nan,moderate
Honda,hatchback,2013,petrol,2851,automatic,3,2312,3953,1545,1505,3,3,0.0,,0.0,1.0,rural,fog,dry,afternoon,Friday,34,Male,severe
Hyundai,hatchback,2007,petrol,1607,manual,4,1451,4138,1464,1504,2,7,1.0,1.0,1.0,1.0,urban,fog,muddy,evening,Monday,66,Male,severe
Honda,sedan,2009,petrol,1031,manual,4,2086,3980,1767,1548,1,6,,1.0,0.0,1.0,urban,fog,dry,morning,Thursday,29,Male,severe
Tata Motors,sedan,2008,electric,1549,manual,4,2256,3574,1990,1583,4,6,True,True,True,True,rural,rain,wet,evening,Friday,21,Male,severe
Maruti Suzuki,sedan,2013,petrol,871,manual,4,1453,3808,1792,1575,2,4,1.0,1.0,0.0,0.0,rural,rain,dry,evening,Friday,18,Male,moderate
Tata Motors,hatchback,2007,electric,2935,manual,4,1742,3575,1843,1702,3,2,0.0,,1.0,1.0,rural,clear,wet,evening,Friday,58,Female,severe
Tata Motors,sedan,2010,electric,1327,automatic,6,1453,3886,1536,1664,3,1,,1.0,0.0,,urban,clear,dry,afternoon,nan,33,Male,severe
Maruti Suzuki,sedan,2009,petrol,1685,automatic,6,1782,4873,1538,1477,3,1,1.0,1.0,1.0,,urban,clear,nan,night,Sunday,51,Male,moderate
Tata Motors,SUV,2017,electric,1911,manual,6,1042,4798,1530,1784,4,7,True,True,True,True,urban,clear,dry,morning,Tuesday,21,Male,severe
Mahindra,sedan,2003,petrol,2258,manual,6,2477,4824,1833,1710,2,4,1.0,1.0,0.0,1.0,rural,rain,dry,night,Tuesday,61,Female,severe
Mahindra,hatchback,2003,diesel,2973,manual,6,1654,4456,1506,1686,4,2,True,True,True,True,urban,clear,dry,evening,Monday,21,Male,severe
Mahindra,SUV,2011,diesel,2743,manual,4,1703,4246,1425,1735,4,3,True,True,True,True,rural,nan,dry,night,Tuesday,71,Female,severe
Honda,hatchback,2017,electric,2796,automatic,6,2156,4578,1978,1490,4,1,True,True,True,True,urban,clear,wet,night,Monday,76,nan,severe
Tata Motors,hatchback,2007,diesel,2459,automatic,3,1411,3959,1581,1794,4,4,True,True,True,True,rural,clear,dry,afternoon,Tuesday,59,Female,severe
Maruti Suzuki,sedan,2002,petrol,2363,automatic,3,1931,4160,1777,1721,2,5,1.0,1.0,1.0,1.0,urban,clear,nan,afternoon,Friday,35,Male,moderate
Maruti Suzuki,sedan,2017,petrol,2788,automatic,6,1120,3812,1423,1430,2,1,0.0,1.0,1.0,1.0,urban,rain,dry,afternoon,Tuesday,44,Male,moderate
Honda,hatchback,2006,diesel,1144,manual,4,1604,3768,1668,1577,3,7,0.0,1.0,0.0,1.0,rural,clear,dry,evening,Thursday,40,Female,severe
Maruti Suzuki,sedan,2000,petrol,2988,manual,3,1273,3654,1730,1715,4,1,True,True,True,True,rural,clear,nan,afternoon,Sunday,84,Female,moderate
Mahindra,sedan,2021,CNG,1829,manual,4,1507,4719,1629,1717,4,6,True,True,True,True,rural,rain,dry,night,nan,81,Male,severe
Tata Motors,SUV,2012,petrol,2381,automatic,6,1071,3979,1508,1566,1,7,1.0,1.0,1.0,1.0,rural,clear,wet,afternoon,Monday,60,Male,severe
Maruti Suzuki,hatchback,2002,petrol,2364,manual,6,2296,4971,1587,1786,2,4,1.0,1.0,0.0,1.0,urban,rain,dry,morning,Saturday,44,Male,moderate
Maruti Suzuki,sedan,2002,petrol,2501,manual,4,1266,4628,1541,1767,1,5,0.0,1.0,1.0,0.0,urban,rain,wet,evening,Wednesday,38,Female,moderate
Hyundai,sedan,2014,diesel,1597,manual,3,2227,4597,1445,1467,2,7,1.0,,1.0,1.0,rural,nan,dry,morning,Friday,66,Female,severe
Hyundai,pickup,2020,electric,1919,automatic,6,1554,4598,1642,1429,4,7,True,True,True,True,rural,nan,dry,night,Monday,54,Male,severe
Hyundai,sedan,2018,diesel,2712,manual,4,1023,4620,1540,1466,1,7,1.0,0.0,1.0,1.0,nan,clear,dry,evening,Friday,77,Male,severe
Tata Motors,hatchback,2003,electric,1542,automatic,6,1935,4764,1551,1467,2,4,1.0,0.0,1.0,1.0,urban,rain,muddy,afternoon,Saturday,55,Male,severe
Mahindra,sedan,2012,CNG,857,automatic,6,2278,4914,1799,1585,1,1,1.0,,0.0,1.0,urban,clear,nan,afternoon,Monday,61,Male,severe
Mahindra,pickup,2012,diesel,1705,automatic,4,1087,4632,1940,1476,1,4,0.0,1.0,1.0,0.0,urban,rain,muddy,afternoon,Sunday,71,Male,severe
Mahindra,sedan,2014,electric,2007,manual,3,2276,3527,1418,1580,3,1,0.0,1.0,1.0,1.0,urban,clear,dry,evening,Saturday,41,Female,severe
Tata Motors,SUV,2018,petrol,2433,manual,6,1140,4625,1992,1413,3,2,0.0,1.0,0.0,1.0,urban,clear,dry,afternoon,Saturday,73,Female,severe
Tata Motors,SUV,2015,petrol,1866,manual,6,957,4361,1878,1537,4,6,True,True,True,True,urban,clear,dry,morning,Thursday,33,Female,severe
Hyundai,pickup,2006,electric,1386,automatic,3,1459,3618,1575,1677,4,6,True,True,True,True,urban,clear,dry,evening,Thursday,23,Male,severe
Maruti Suzuki,sedan,2002,petrol,1911,automatic,4,985,4550,1620,1590,4,6,True,True,True,True,urban,clear,dry,evening,Thursday,62,Female,moderate
Honda,pickup,2019,electric,1886,manual,4,828,3649,1687,1460,2,4,1.0,1.0,1.0,1.0,urban,clear,dry,afternoon,Saturday,63,Female,severe
Honda,sedan,2001,petrol,1340,automatic,6,2231,4181,1957,1573,4,6,True,True,True,True,urban,clear,dry,night,Tuesday,69,Female,severe
Maruti Suzuki,hatchback,2017,petrol,1615,automatic,6,1696,4665,1992,1692,1,3,1.0,1.0,1.0,1.0,urban,rain,muddy,evening,Monday,51,nan,moderate
Hyundai,SUV,2010,diesel,2746,manual,6,1546,4677,1982,1676,3,4,1.0,1.0,0.0,1.0,rural,clear,dry,afternoon,Saturday,61,Female,severe
Maruti Suzuki,hatchback,2000,petrol,884,manual,4,1850,4261,1724,1786,1,2,0.0,1.0,1.0,1.0,urban,clear,dry,evening,Sunday,70,Female,moderate
Maruti Suzuki,sedan,2015,petrol,2158,automatic,6,1784,3682,1816,1687,1,1,1.0,1.0,1.0,0.0,rural,rain,dry,morning,Tuesday,20,Male,moderate
Honda,hatchback,2016,petrol,2675,manual,6,1332,4726,1895,1606,3,7,1.0,1.0,1.0,1.0,rural,nan,dry,afternoon,Saturday,20,Male,severe
Hyundai,pickup,2015,diesel,2491,manual,4,1712,4594,1422,1653,3,2,1.0,1.0,0.0,0.0,urban,clear,dry,night,Wednesday,42,Male,severe
Tata Motors,pickup,2009,electric,2641,automatic,6,1915,3682,1861,1679,4,2,True,True,True,True,urban,clear,dry,night,Wednesday,19,Female,severe
Honda,sedan,2016,electric,2002,automatic,3,1727,3672,1778,1729,2,7,1.0,1.0,1.0,1.0,urban,fog,dry,afternoon,Tuesday,58,Female,severe
Tata Motors,SUV,2002,electric,2664,automatic,6,971,4041,1588,1751,4,4,True,True,True,True,rural,clear,wet,afternoon,Saturday,20,Male,severe
Hyundai,pickup,2017,petrol,1803,manual,4,913,3854,1848,1713,4,3,True,True,True,True,rural,clear,dry,night,Friday,19,Male,severe
Maruti Suzuki,hatchback,2018,petrol,1473,manual,6,1921,3653,1748,1534,2,3,1.0,1.0,0.0,0.0,urban,clear,dry,evening,Friday,42,Female,moderate
Mahindra,sedan,2013,diesel,2498,automatic,6,2078,4100,1427,1445,1,4,1.0,1.0,1.0,1.0,urban,clear,dry,night,Monday,44,Male,severe
Mahindra,SUV,2020,electric,2107,automatic,6,1845,3884,1678,1769,4,3,True,True,True,True,urban,clear,dry,afternoon,Wednesday,68,Female,severe
Hyundai,sedan,2001,CNG,1116,manual,6,1353,4232,1995,1525,3,6,1.0,1.0,1.0,0.0,urban,rain,dry,evening,Thursday,18,Female,severe
Mahindra,hatchback,2011,electric,875,automatic,3,1944,4419,1447,1798,4,7,True,True,True,True,rural,fog,dry,night,Saturday,48,Male,severe
Tata Motors,sedan,2010,electric,1773,manual,6,1010,4834,1957,1612,4,3,True,True,True,True,urban,rain,dry,afternoon,Friday,34,Male,severe
Mahindra,hatchback,2016,petrol,1003,automatic,4,1615,4548,1782,1473,1,6,1.0,1.0,1.0,1.0,nan,clear,muddy,evening,Friday,63,Female,moderate
Hyundai,sedan,2005,petrol,2558,manual,6,2471,4621,1956,1486,4,3,True,True,True,True,rural,clear,wet,morning,Saturday,67,Female,severe
Hyundai,pickup,2018,CNG,992,manual,4,1185,4053,1617,1404,1,5,0.0,1.0,1.0,1.0,urban,clear,dry,morning,nan,38,Male,severe
Tata Motors,pickup,2012,electric,2262,manual,3,1700,4823,1706,1640,4,6,True,True,True,True,urban,clear,dry,afternoon,nan,31,Male,severe
Mahindra,SUV,2006,diesel,1742,manual,4,2107,4592,1577,1586,1,2,1.0,1.0,1.0,1.0,rural,clear,dry,afternoon,Friday,79,Male,severe
Mahindra,sedan,2021,diesel,1231,automatic,3,1876,3860,1946,1649,2,7,1.0,1.0,1.0,1.0,rural,rain,muddy,afternoon,Saturday,44,Male,severe
Maruti Suzuki,hatchback,2010,petrol,1495,automatic,3,1440,4275,1820,1597,3,6,0.0,1.0,1.0,0.0,urban,clear,nan,afternoon,Wednesday,53,Male,moderate
Honda,sedan,2006,CNG,997,manual,3,2414,4373,1455,1421,1,6,0.0,1.0,1.0,1.0,nan,rain,dry,evening,Wednesday,79,Female,severe
Hyundai,SUV,2012,petrol,2093,manual,6,2284,4586,1970,1427,3,6,1.0,,1.0,1.0,rural,clear,dry,evening,Wednesday,18,Male,severe
Maruti Suzuki,sedan,2012,petrol,838,manual,3,1750,4217,1931,1418,4,1,True,True,True,True,urban,clear,wet,evening,Thursday,81,Female,moderate
Hyundai,sedan,2020,petrol,2926,automatic,6,2131,4159,1485,1512,4,6,True,True,True,True,urban,clear,dry,morning,Monday,24,Female,severe
Maruti Suzuki,hatchback,2000,petrol,1528,automatic,3,2156,3994,1973,1413,1,5,0.0,,1.0,1.0,urban,fog,wet,evening,Thursday,61,Male,moderate
Honda,sedan,2018,diesel,1483,automatic,6,1012,3923,1413,1575,2,1,1.0,1.0,1.0,1.0,urban,clear,muddy,night,Tuesday,68,Female,severe
Maruti Suzuki,sedan,2018,petrol,2890,automatic,6,2359,4340,1504,1790,3,4,1.0,1.0,1.0,0.0,rural,clear,nan,afternoon,Sunday,46,Male,moderate
Hyundai,sedan,2022,diesel,931,manual,6,989,4903,1577,1606,1,6,0.0,1.0,1.0,1.0,urban,rain,dry,morning,Friday,20,Male,severe
Mahindra,hatchback,2014,CNG,2924,automatic,4,1813,3754,1608,1549,1,6,,1.0,1.0,0.0,rural,rain,dry,afternoon,Saturday,55,Male,severe
Hyundai,SUV,2013,petrol,1530,manual,4,983,3760,1468,1701,3,7,1.0,0.0,1.0,1.0,urban,clear,wet,evening,Tuesday,70,Female,severe
Tata Motors,SUV,2002,diesel,1802,automatic,6,2037,4652,1462,1740,1,5,1.0,1.0,1.0,1.0,urban,clear,dry,evening,Wednesday,79,Female,severe
Tata Motors,pickup,2020,electric,2998,automatic,6,892,4022,1570,1610,3,2,1.0,1.0,1.0,0.0,urban,fog,dry,morning,Monday,18,Female,severe
Tata Motors,sedan,2019,diesel,2242,automatic,4,2231,3921,1781,1540,4,6,True,True,True,True,urban,rain,wet,evening,Sunday,57,Female,severe
Tata Motors,SUV,2003,electric,2731,automatic,4,2443,4079,1709,1677,3,1,0.0,1.0,1.0,1.0,urban,rain,wet,night,Saturday,73,Female,severe
Honda,pickup,2006,diesel,2255,automatic,4,1515,3915,1566,1537,2,5,1.0,1.0,,1.0,rural,nan,dry,afternoon,Thursday,35,Male,severe
Mahindra,sedan,2000,electric,2326,manual,6,2099,4528,1632,1765,3,4,1.0,1.0,0.0,1.0,urban,clear,dry,morning,nan,81,Female,severe
Mahindra,SUV,2022,diesel,1657,manual,4,1801,4417,1562,1443,4,6,True,True,True,True,rural,clear,dry,afternoon,Tuesday,79,Female,severe
Hyundai,hatchback,2018,electric,1139,manual,3,1857,3705,1992,1679,3,1,1.0,1.0,1.0,0.0,urban,nan,dry,night,Wednesday,33,Female,severe
Maruti Suzuki,hatchback,2002,petrol,2044,automatic,3,1618,3968,1903,1471,3,2,,1.0,,1.0,urban,fog,dry,morning,Friday,48,Female,moderate
Hyundai,hatchback,2019,petrol,1457,automatic,3,1044,3581,1664,1512,1,2,1.0,,1.0,1.0,urban,clear,muddy,evening,Saturday,50,Female,severe
Hyundai,pickup,2014,electric,2499,manual,6,2462,4590,1905,1582,3,1,1.0,1.0,1.0,1.0,urban,clear,dry,afternoon,Friday,69,Male,severe
Hyundai,pickup,2012,diesel,1160,automatic,3,2132,4256,1459,1630,4,6,True,True,True,True,urban,clear,muddy,afternoon,Sunday,81,Female,severe
Hyundai,sedan,2021,CNG,2772,automatic,3,2477,3766,1461,1449,4,2,True,True,True,True,rural,rain,dry,night,Tuesday,36,Female,severe
Mahindra,sedan,2013,CNG,1128,manual,4,1504,4250,1505,1633,2,1,1.0,0.0,,1.0,urban,clear,wet,afternoon,nan,35,Male,severe
Maruti Suzuki,hatchback,2006,petrol,2599,automatic,4,2240,3974,1543,1457,3,7,,1.0,1.0,1.0,rural,clear,dry,evening,Friday,22,Male,moderate
Hyundai,pickup,2000,CNG,2045,automatic,4,2203,3652,1799,1496,1,4,0.0,1.0,1.0,1.0,rural,clear,muddy,evening,Thursday,34,Female,severe
Mahindra,hatchback,2012,electric,2667,manual,3,849,4053,1943,1575,4,6,True,True,True,True,urban,clear,dry,evening,Friday,28,nan,severe
Hyundai,sedan,2003,petrol,2509,automatic,4,1038,3986,1757,1628,2,6,1.0,1.0,0.0,1.0,rural,clear,wet,morning,Tuesday,74,Female,severe
Tata Motors,sedan,2011,petrol,2939,automatic,4,2058,4070,1886,1748,3,1,1.0,1.0,0.0,1.0,urban,clear,nan,night,Friday,62,Male,severe
Hyundai,pickup,2006,CNG,1239,manual,3,1118,4128,1646,1751,1,1,1.0,1.0,0.0,1.0,rural,clear,muddy,morning,Thursday,77,Male,severe
Hyundai,hatchback,2001,petrol,2776,manual,4,1361,4260,1631,1471,3,1,1.0,1.0,0.0,1.0,urban,clear,dry,evening,Monday,52,Male,severe
Honda,SUV,2016,electric,2858,automatic,6,1916,4571,1437,1751,3,1,0.0,1.0,1.0,1.0,urban,clear,wet,morning,Saturday,62,Female,severe
Tata Motors,sedan,2000,CNG,896,manual,4,1559,4547,1845,1795,2,5,1.0,1.0,1.0,1.0,urban,rain,dry,morning,Thursday,82,Male,severe
Maruti Suzuki,sedan,2013,petrol,2799,automatic,6,1129,4898,1846,1485,4,7,True,True,True,True,urban,clear,wet,morning,nan,71,Male,moderate
Hyundai,SUV,2021,electric,2436,automatic,6,2243,4208,1415,1572,3,7,1.0,1.0,0.0,1.0,urban,rain,dry,afternoon,nan,47,Male,severe
Maruti Suzuki,sedan,2020,petrol,2300,automatic,4,2285,4880,1453,1425,3,2,1.0,1.0,1.0,0.0,rural,clear,dry,afternoon,Wednesday,31,Male,moderate
Tata Motors,pickup,2000,electric,2089,automatic,6,2165,4556,1417,1480,2,2,1.0,1.0,0.0,,rural,clear,nan,evening,Saturday,65,Female,severe
Hyundai,sedan,2002,diesel,1374,manual,3,1041,4995,1948,1761,1,3,0.0,1.0,1.0,0.0,urban,clear,nan,afternoon,nan,78,Male,severe
Honda,hatchback,2010,CNG,2950,manual,6,1408,4337,1695,1481,3,7,1.0,1.0,1.0,1.0,nan,clear,dry,afternoon,Tuesday,58,nan,minor
Mahindra,hatchback,2006,electric,1628,manual,3,2299,3674,1974,1458,4,5,True,True,True,True,nan,rain,nan,night,Tuesday,62,Female,severe
Honda,sedan,2008,petrol,1312,manual,4,1411,4064,1467,1530,3,2,1.0,0.0,1.0,1.0,rural,clear,dry,afternoon,Monday,26,Male,severe
Honda,SUV,2021,CNG,2947,automatic,6,1822,4184,1800,1673,3,5,1.0,1.0,,1.0,urban,rain,dry,afternoon,Saturday,69,Male,severe
Mahindra,hatchback,2002,electric,2316,manual,3,2307,4466,1881,1739,4,1,True,True,True,True,urban,clear,wet,evening,Saturday,72,Female,severe
Mahindra,hatchback,2000,electric,2084,automatic,6,1745,4222,1418,1771,2,1,1.0,1.0,0.0,1.0,rural,rain,wet,night,Saturday,74,Male,severe
Mahindra,sedan,2018,petrol,2882,automatic,3,2248,4836,1997,1645,3,2,1.0,0.0,1.0,1.0,urban,clear,dry,morning,nan,61,Female,severe
Hyundai,sedan,2001,diesel,2204,automatic,3,1665,4721,1848,1441,4,4,True,True,True,True,urban,fog,muddy,morning,Monday,73,Female,severe
Maruti Suzuki,hatchback,2020,petrol,1196,automatic,6,2050,4521,1708,1717,4,2,True,True,True,True,nan,clear,muddy,evening,Friday,59,Female,moderate
Maruti Suzuki,hatchback,2004,petrol,2874,automatic,3,954,4526,1545,1634,1,4,,1.0,0.0,0.0,urban,rain,dry,morning,Saturday,71,Male,moderate
Mahindra,sedan,2016,petrol,2731,manual,3,1341,4572,1491,1429,2,1,1.0,1.0,1.0,0.0,rural,clear,wet,evening,Tuesday,51,Male,severe
Honda,hatchback,2018,CNG,2685,automatic,6,959,4537,1860,1460,4,6,True,True,True,True,urban,fog,wet,afternoon,Friday,71,Female,severe
Tata Motors,hatchback,2004,electric,2494,manual,6,2034,4927,1818,1691,3,3,1.0,1.0,1.0,1.0,urban,clear,dry,evening,nan,45,Male,severe
Mahindra,hatchback,2022,diesel,1380,automatic,6,1589,4717,1728,1454,2,1,0.0,1.0,1.0,,rural,nan,dry,morning,Monday,51,Female,severe
Honda,SUV,2020,diesel,1884,automatic,6,2404,4292,1736,1659,4,5,True,True,True,True,urban,rain,dry,afternoon,Wednesday,28,Male,severe
Honda,hatchback,2013,petrol,1254,automatic,4,2484,4783,1817,1670,2,1,1.0,1.0,,1.0,urban,rain,nan,night,Thursday,84,Male,severe
Hyundai,hatchback,2009,diesel,992,automatic,6,1288,3746,1984,1511,3,1,0.0,1.0,1.0,,urban,nan,muddy,night,Saturday,35,Female,severe
Hyundai,sedan,2020,electric,1697,automatic,6,2079,3931,1474,1598,1,5,0.0,0.0,1.0,1.0,rural,clear,dry,evening,nan,81,Male,severe
Maruti Suzuki,hatchback,2006,petrol,1609,manual,3,855,4066,1484,1495,3,7,0.0,1.0,1.0,1.0,nan,clear,muddy,night,Tuesday,65,Female,moderate
Maruti Suzuki,sedan,2007,petrol,1098,automatic,4,1651,3980,1737,1496,2,1,0.0,1.0,1.0,1.0,urban,rain,dry,morning,Friday,31,Male,moderate
Tata Motors,pickup,2007,petrol,820,manual,4,1982,3757,1576,1712,3,6,1.0,1.0,1.0,1.0,urban,clear,nan,night,Thursday,18,Male,severe
Tata Motors,hatchback,2006,diesel,844,manual,3,1668,4034,1849,1718,4,2,True,True,True,True,urban,clear,muddy,evening,Wednesday,61,Male,severe
Tata Motors,hatchback,2012,electric,1482,manual,6,1765,3607,1544,1732,2,7,1.0,1.0,1.0,1.0,nan,fog,muddy,morning,Tuesday,63,Male,severe
Tata Motors,pickup,2013,CNG,2513,manual,3,1918,3675,1646,1719,3,1,1.0,1.0,1.0,1.0,urban,clear,dry,evening,Thursday,81,Male,severe
Honda,sedan,2018,electric,1098,manual,4,2062,3968,1528,1544,3,7,1.0,1.0,0.0,0.0,nan,clear,dry,evening,Thursday,26,Male,moderate
Honda,hatchback,2010,electric,2161,automatic,6,1482,4026,1988,1708,3,7,1.0,0.0,1.0,0.0,rural,clear,muddy,night,Friday,77,Female,severe
Maruti Suzuki,sedan,2001,petrol,1087,automatic,4,1015,4318,1480,1567,1,6,1.0,1.0,0.0,1.0,urban,rain,dry,afternoon,Friday,61,Female,moderate
Hyundai,hatchback,2016,electric,1316,automatic,4,2261,3651,1612,1629,1,5,0.0,1.0,,1.0,urban,clear,nan,afternoon,Saturday,67,Male,severe
